ID,X_mm,Y_mm,Intensity,Classification
cdc88e31-cb80-40e7-9af9-5a763746bc8a,-4.4,2.6,0.3625,constructive
85723ec9-16ca-462a-8050-0080cc5647ad,-4.2,2.6,0.3978,constructive
40d86188-d79e-46dd-95e5-b390f8695624,-3.8,2.6,0.3526,destructive
f4dc491c-fbd4-4c47-8cb6-194620c37d95,-3.6,2.6,0.7646,destructive
2248b02a-f7ab-4bdf-9d46-b6c3cfff2cbb,-3.4,2.6,0.8716,destructive
ef32454f-a951-4584-891b-4371fe54e93b,-3.2,2.6,0.6489,destructive
918f0fc8-ee21-4a6b-8f52-6326c6013aaf,-0.2,2.6,0.519,constructive
4d2018f1-1a67-4fd9-9953-80d090e843ce,0,2.6,0.6524,constructive
4623ae0f-8347-443c-ace2-137b43f238ef,0.2,2.6,0.519,constructive
ef5dc1d9-1a93-4fe1-9b84-c8c3c3c64673,3.2,2.6,0.6489,destructive
add73db0-2424-439c-9866-e886c3af219b,3.4,2.6,0.8716,destructive
91f7641a-a1a7-489f-ac94-738fcb791bd7,3.6,2.6,0.7646,destructive
49720b74-1ded-49e4-843c-7bc99b8d1a28,3.8,2.6,0.3526,destructive
2b5001be-b8c8-4b0d-ba55-3bb994741358,4.2,2.6,0.3978,constructive
aa8ccc1b-0c48-4a41-a06f-bc3875019902,4.4,2.6,0.3625,constructive
420f2638-8b09-43a5-8259-9f83e49c64f4,5.2,2.6,0.4142,constructive
427c6413-d097-4a5e-b920-b11088ede4c7,5.4,2.6,0.4691,constructive
c96123e5-4e7c-4de9-98aa-d5791b13684d,6,2.6,0.3916,destructive
20417606-37db-49fd-ae28-ad518057decd,6.6,2.6,0.6605,constructive
06f5a80e-0f21-4355-881f-314bfed48231,6.8,2.6,0.7196,constructive
bacfa2df-137e-4184-a194-e94ef29b2fac,7,2.6,0.4258,constructive
fc86e3e5-6043-4274-ba3b-51ae3fc436ae,8.2,2.6,0.5867,destructive
d96b1fe1-ea83-4897-9dbb-6020f4bd9d5c,8.4,2.6,0.6795,destructive
3bd7a5a6-5cb2-4827-a44d-8ade3c98fbb3,8.6,2.6,0.3866,destructive
7d82e0b6-7a52-434a-98d7-641ee51e43ad,9,2.6,0.4491,constructive
8f2536fc-0a4e-436f-b474-193e23af387a,9.2,2.6,0.3257,constructive
939cdd8e-a58b-4fa8-bc51-d893621376f6,9.6,2.6,0.3649,destructive
e8e477da-acc9-41b9-a98d-a788d5d60876,-9.2,2.8,0.5846,constructive
b34b404d-2302-4522-b065-89a1e98b12a8,-9,2.8,0.605,constructive
9b342891-90e0-49b3-88d8-31faad29cd8d,-8.6,2.8,0.5306,destructive
f0e874b6-fdf0-4d8d-9996-a70582eccde3,-8.4,2.8,0.9136,destructive
7211c9ff-c548-46ab-873c-bf0a5fb8dd64,-8.2,2.8,0.79,destructive
6c6c5e31-f75c-4f65-9406-49df1cb7c1e1,-8,2.8,0.3495,destructive
27e83fc7-b461-4ae0-b816-de462109cf49,-6.8,2.8,0.3094,constructive
ca949dac-b1a7-4d53-83b0-9f38e352e879,-6.2,2.8,0.3774,destructive
7c413f1e-13b6-450b-ad3a-33c01cb9b01e,-6,2.8,0.4667,destructive
12df2702-cc69-42ad-9acf-4b161bf53dfd,-5.6,2.8,0.306,constructive
3d53498c-0d29-47a5-a778-560ab89497f9,-5.4,2.8,0.6217,constructive
e1df22d1-91e1-40d2-bc49-5b48e51f7100,-5.2,2.8,0.5704,constructive
891e0dfe-41b9-4776-8c57-f572305d5f00,-3.8,2.8,0.5592,destructive
c6116c2f-d9a3-4449-9660-3a24adeb5845,-3.6,2.8,0.8874,destructive
a6078823-2686-4e79-8b7d-d504a268c885,-3.4,2.8,0.9346,destructive
c223054a-e11a-47fa-a513-953eefc5067d,-3.2,2.8,0.6326,destructive
e2e0fecf-cb0e-4624-8b4d-2896fbe446b8,-2.6,2.8,0.4254,constructive
591c7817-6c35-4349-982f-2331733a7d0c,-2.4,2.8,0.3319,constructive
f99a9f34-4c36-4388-89d0-9163c16cdb5d,-1.4,2.8,0.3075,constructive
d180c96f-ea52-4854-aeaf-99da8de5afbc,-0.4,2.8,0.3541,constructive
1e0f2900-ccaa-408e-9453-c1a1939970fb,-0.2,2.8,0.5474,constructive
4a6940f5-475a-4f34-9e3f-2f2331ee2368,0,2.8,0.6297,constructive
4a533b50-4fef-4987-a65b-65ab758caf09,0.2,2.8,0.5474,constructive
a2222e76-d034-4057-a26f-c3b3f786440c,0.4,2.8,0.3541,constructive
78af67af-7318-4db0-a0d9-349695fc7f42,1.4,2.8,0.3075,constructive
7c7946c5-c3d7-4242-b940-1c179b632e46,2.4,2.8,0.3319,constructive
be2640b4-2a50-41e9-b53e-152d0f885337,2.6,2.8,0.4254,constructive
38355aa3-b7f5-42e6-a1ca-e31f6c71315e,3.2,2.8,0.6326,destructive
bcec5d36-64d1-4822-934d-e1a44eeb4196,3.4,2.8,0.9346,destructive
51c24d2f-e2ac-499b-9e0c-8f0e0ebb593d,3.6,2.8,0.8874,destructive
30ba1e68-8e6c-4d86-bc51-12545c1a6e43,3.8,2.8,0.5592,destructive
d53e2956-17f5-4340-a6da-e2b5afc3ea27,5.2,2.8,0.5704,constructive
43521e16-5c05-45e6-9d63-9eb22b1e9671,5.4,2.8,0.6217,constructive
6a918533-5084-4f97-86c6-4033e34fa50d,5.6,2.8,0.306,constructive
d0d52d38-64fd-4e9d-8a59-32f3e983d016,6,2.8,0.4667,destructive
d8ecdc59-5b2d-4dba-8dc9-7bb03cf1c738,6.2,2.8,0.3774,destructive
98d098c2-501d-4a25-9b31-e10f3a22eeec,6.8,2.8,0.3094,constructive
5ecec984-b412-4814-abd4-9a4629adc7c5,8,2.8,0.3495,destructive
4c6c8998-4088-4613-905a-b9b6091c8ef9,8.2,2.8,0.79,destructive
5f5f71b8-15dd-4b9a-a859-a3e1c14dfb96,8.4,2.8,0.9136,destructive
a20d94e3-1224-4901-9b00-782a02ab3460,8.6,2.8,0.5306,destructive
a35ed9f6-947d-41b7-b162-c3176a8cf85f,9,2.8,0.605,constructive
3f089c18-babd-4cf0-8965-349be440072a,9.2,2.8,0.5846,constructive
e20abd97-721a-45a9-bd3b-697247a795a5,-9.4,3,0.395,constructive
27e7291d-f3bb-48c8-89bd-833f5133850a,-9.2,3,0.6626,constructive
e23ab3b8-c222-48d7-bc0e-d67b71157032,-9,3,0.5926,constructive
f075b0b5-2e1b-4942-82a7-c25738df901d,-8.6,3,0.5758,destructive
